title,category,severity,description,resolution
BitLocker Recovery,Email,P3,BitLocker Recovery reported by employee. Incident ID INC0332. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Disk Space Alert,Database,P2,Disk Space Alert reported by employee. Incident ID INC0333. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Software Installation Failed,Email,P1,Software Installation Failed reported by employee. Incident ID INC0334. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
MFA Failure,Security,P3,MFA Failure reported by employee. Incident ID INC0335. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
VPN Connection Failure,Email,P4,VPN Connection Failure reported by employee. Incident ID INC0336. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Outlook Not Syncing,Server,P4,Outlook Not Syncing reported by employee. Incident ID INC0337. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
SSL Certificate Expired,Security,P1,SSL Certificate Expired reported by employee. Incident ID INC0338. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Printer Offline,Software,P1,Printer Offline reported by employee. Incident ID INC0339. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Outlook Not Syncing,Database,P3,Outlook Not Syncing reported by employee. Incident ID INC0340. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Printer Offline,Network,P2,Printer Offline reported by employee. Incident ID INC0341. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
File Share Access Denied,Account,P3,File Share Access Denied reported by employee. Incident ID INC0342. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Outlook Not Syncing,Hardware,P4,Outlook Not Syncing reported by employee. Incident ID INC0343. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
SSL Certificate Expired,Security,P2,SSL Certificate Expired reported by employee. Incident ID INC0344. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
SSL Certificate Expired,Email,P2,SSL Certificate Expired reported by employee. Incident ID INC0345. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
MFA Failure,Email,P2,MFA Failure reported by employee. Incident ID INC0346. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
DNS Resolution Failure,Server,P2,DNS Resolution Failure reported by employee. Incident ID INC0347. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
WiFi Connectivity Issue,Security,P2,WiFi Connectivity Issue reported by employee. Incident ID INC0348. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Printer Offline,Database,P1,Printer Offline reported by employee. Incident ID INC0349. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
VPN Connection Failure,Database,P3,VPN Connection Failure reported by employee. Incident ID INC0350. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Printer Offline,Network,P3,Printer Offline reported by employee. Incident ID INC0351. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Firewall Block,Database,P2,Firewall Block reported by employee. Incident ID INC0352. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
File Share Access Denied,Security,P3,File Share Access Denied reported by employee. Incident ID INC0353. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
WiFi Connectivity Issue,Database,P2,WiFi Connectivity Issue reported by employee. Incident ID INC0354. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Laptop Slow Performance,Database,P2,Laptop Slow Performance reported by employee. Incident ID INC0355. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
WiFi Connectivity Issue,Server,P3,WiFi Connectivity Issue reported by employee. Incident ID INC0356. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Network Latency,Network,P3,Network Latency reported by employee. Incident ID INC0357. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Account Locked,Hardware,P2,Account Locked reported by employee. Incident ID INC0358. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
MFA Failure,Network,P1,MFA Failure reported by employee. Incident ID INC0359. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Password Reset,Account,P3,Password Reset reported by employee. Incident ID INC0360. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Password Reset,Database,P2,Password Reset reported by employee. Incident ID INC0361. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Database Connection Error,Software,P3,Database Connection Error reported by employee. Incident ID INC0362. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Database Connection Error,Security,P3,Database Connection Error reported by employee. Incident ID INC0363. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
VPN Connection Failure,Server,P2,VPN Connection Failure reported by employee. Incident ID INC0364. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Printer Offline,Software,P1,Printer Offline reported by employee. Incident ID INC0365. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Network Latency,Database,P1,Network Latency reported by employee. Incident ID INC0366. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Disk Space Alert,Account,P4,Disk Space Alert reported by employee. Incident ID INC0367. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
VPN Connection Failure,Database,P2,VPN Connection Failure reported by employee. Incident ID INC0368. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
VPN Connection Failure,Email,P4,VPN Connection Failure reported by employee. Incident ID INC0369. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Account Locked,Hardware,P4,Account Locked reported by employee. Incident ID INC0370. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
File Share Access Denied,Database,P4,File Share Access Denied reported by employee. Incident ID INC0371. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Disk Space Alert,Security,P1,Disk Space Alert reported by employee. Incident ID INC0372. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
MFA Failure,Account,P1,MFA Failure reported by employee. Incident ID INC0373. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Laptop Slow Performance,Network,P2,Laptop Slow Performance reported by employee. Incident ID INC0374. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
SSL Certificate Expired,Network,P2,SSL Certificate Expired reported by employee. Incident ID INC0375. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Blue Screen Error,Email,P4,Blue Screen Error reported by employee. Incident ID INC0376. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
File Share Access Denied,Email,P3,File Share Access Denied reported by employee. Incident ID INC0377. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Password Reset,Account,P4,Password Reset reported by employee. Incident ID INC0378. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Disk Space Alert,Email,P3,Disk Space Alert reported by employee. Incident ID INC0379. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
WiFi Connectivity Issue,Security,P4,WiFi Connectivity Issue reported by employee. Incident ID INC0380. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Database Connection Error,Server,P4,Database Connection Error reported by employee. Incident ID INC0381. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Laptop Slow Performance,Security,P3,Laptop Slow Performance reported by employee. Incident ID INC0382. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Network Latency,Email,P4,Network Latency reported by employee. Incident ID INC0383. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Outlook Not Syncing,Hardware,P4,Outlook Not Syncing reported by employee. Incident ID INC0384. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Password Reset,Database,P2,Password Reset reported by employee. Incident ID INC0385. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
DNS Resolution Failure,Database,P1,DNS Resolution Failure reported by employee. Incident ID INC0386. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Account Locked,Email,P4,Account Locked reported by employee. Incident ID INC0387. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Network Latency,Network,P1,Network Latency reported by employee. Incident ID INC0388. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
MFA Failure,Database,P1,MFA Failure reported by employee. Incident ID INC0389. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Email Delivery Failure,Server,P4,Email Delivery Failure reported by employee. Incident ID INC0390. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Email Delivery Failure,Account,P1,Email Delivery Failure reported by employee. Incident ID INC0391. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Firewall Block,Hardware,P4,Firewall Block reported by employee. Incident ID INC0392. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
MFA Failure,Hardware,P2,MFA Failure reported by employee. Incident ID INC0393. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Database Connection Error,Hardware,P1,Database Connection Error reported by employee. Incident ID INC0394. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Laptop Slow Performance,Server,P1,Laptop Slow Performance reported by employee. Incident ID INC0395. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Blue Screen Error,Security,P4,Blue Screen Error reported by employee. Incident ID INC0396. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Server Down,Network,P4,Server Down reported by employee. Incident ID INC0397. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Laptop Slow Performance,Account,P3,Laptop Slow Performance reported by employee. Incident ID INC0398. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
DNS Resolution Failure,Hardware,P3,DNS Resolution Failure reported by employee. Incident ID INC0399. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Password Reset,Email,P1,Password Reset reported by employee. Incident ID INC0400. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
BitLocker Recovery,Hardware,P3,BitLocker Recovery reported by employee. Incident ID INC0401. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Laptop Slow Performance,Security,P2,Laptop Slow Performance reported by employee. Incident ID INC0402. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
VPN Connection Failure,Database,P2,VPN Connection Failure reported by employee. Incident ID INC0403. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
DNS Resolution Failure,Hardware,P2,DNS Resolution Failure reported by employee. Incident ID INC0404. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Email Delivery Failure,Account,P1,Email Delivery Failure reported by employee. Incident ID INC0405. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
BitLocker Recovery,Security,P1,BitLocker Recovery reported by employee. Incident ID INC0406. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Software Installation Failed,Software,P4,Software Installation Failed reported by employee. Incident ID INC0407. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Software Installation Failed,Security,P3,Software Installation Failed reported by employee. Incident ID INC0408. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Disk Space Alert,Security,P2,Disk Space Alert reported by employee. Incident ID INC0409. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Printer Offline,Hardware,P1,Printer Offline reported by employee. Incident ID INC0410. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
File Share Access Denied,Network,P4,File Share Access Denied reported by employee. Incident ID INC0411. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Password Reset,Database,P2,Password Reset reported by employee. Incident ID INC0412. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
SSL Certificate Expired,Software,P4,SSL Certificate Expired reported by employee. Incident ID INC0413. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
BitLocker Recovery,Network,P1,BitLocker Recovery reported by employee. Incident ID INC0414. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Password Reset,Database,P1,Password Reset reported by employee. Incident ID INC0415. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Email Delivery Failure,Hardware,P4,Email Delivery Failure reported by employee. Incident ID INC0416. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
DNS Resolution Failure,Network,P3,DNS Resolution Failure reported by employee. Incident ID INC0417. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
File Share Access Denied,Server,P2,File Share Access Denied reported by employee. Incident ID INC0418. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Software Installation Failed,Hardware,P3,Software Installation Failed reported by employee. Incident ID INC0419. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Outlook Not Syncing,Network,P3,Outlook Not Syncing reported by employee. Incident ID INC0420. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Network Latency,Email,P1,Network Latency reported by employee. Incident ID INC0421. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Laptop Slow Performance,Network,P3,Laptop Slow Performance reported by employee. Incident ID INC0422. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Firewall Block,Network,P1,Firewall Block reported by employee. Incident ID INC0423. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Laptop Slow Performance,Database,P1,Laptop Slow Performance reported by employee. Incident ID INC0424. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
BitLocker Recovery,Server,P4,BitLocker Recovery reported by employee. Incident ID INC0425. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Software Installation Failed,Server,P2,Software Installation Failed reported by employee. Incident ID INC0426. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
SSL Certificate Expired,Software,P4,SSL Certificate Expired reported by employee. Incident ID INC0427. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Blue Screen Error,Security,P3,Blue Screen Error reported by employee. Incident ID INC0428. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
VPN Connection Failure,Hardware,P2,VPN Connection Failure reported by employee. Incident ID INC0429. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Blue Screen Error,Database,P2,Blue Screen Error reported by employee. Incident ID INC0430. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Outlook Not Syncing,Account,P4,Outlook Not Syncing reported by employee. Incident ID INC0431. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Disk Space Alert,Hardware,P2,Disk Space Alert reported by employee. Incident ID INC0432. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
SSL Certificate Expired,Security,P4,SSL Certificate Expired reported by employee. Incident ID INC0433. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Outlook Not Syncing,Network,P1,Outlook Not Syncing reported by employee. Incident ID INC0434. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
WiFi Connectivity Issue,Email,P2,WiFi Connectivity Issue reported by employee. Incident ID INC0435. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
File Share Access Denied,Hardware,P3,File Share Access Denied reported by employee. Incident ID INC0436. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Laptop Slow Performance,Hardware,P3,Laptop Slow Performance reported by employee. Incident ID INC0437. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Disk Space Alert,Software,P1,Disk Space Alert reported by employee. Incident ID INC0438. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
SSL Certificate Expired,Hardware,P3,SSL Certificate Expired reported by employee. Incident ID INC0439. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Firewall Block,Security,P3,Firewall Block reported by employee. Incident ID INC0440. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Disk Space Alert,Database,P1,Disk Space Alert reported by employee. Incident ID INC0441. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Blue Screen Error,Account,P3,Blue Screen Error reported by employee. Incident ID INC0442. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Email Delivery Failure,Software,P3,Email Delivery Failure reported by employee. Incident ID INC0443. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Account Locked,Database,P1,Account Locked reported by employee. Incident ID INC0444. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Password Reset,Server,P3,Password Reset reported by employee. Incident ID INC0445. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Network Latency,Security,P2,Network Latency reported by employee. Incident ID INC0446. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
File Share Access Denied,Account,P1,File Share Access Denied reported by employee. Incident ID INC0447. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
SSL Certificate Expired,Email,P2,SSL Certificate Expired reported by employee. Incident ID INC0448. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
VPN Connection Failure,Hardware,P4,VPN Connection Failure reported by employee. Incident ID INC0449. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
WiFi Connectivity Issue,Server,P2,WiFi Connectivity Issue reported by employee. Incident ID INC0450. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Printer Offline,Hardware,P4,Printer Offline reported by employee. Incident ID INC0451. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Firewall Block,Network,P2,Firewall Block reported by employee. Incident ID INC0452. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Account Locked,Email,P2,Account Locked reported by employee. Incident ID INC0453. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Database Connection Error,Database,P4,Database Connection Error reported by employee. Incident ID INC0454. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Network Latency,Network,P1,Network Latency reported by employee. Incident ID INC0455. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
File Share Access Denied,Network,P3,File Share Access Denied reported by employee. Incident ID INC0456. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
DNS Resolution Failure,Hardware,P3,DNS Resolution Failure reported by employee. Incident ID INC0457. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
SSL Certificate Expired,Email,P3,SSL Certificate Expired reported by employee. Incident ID INC0458. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Blue Screen Error,Security,P4,Blue Screen Error reported by employee. Incident ID INC0459. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Printer Offline,Account,P1,Printer Offline reported by employee. Incident ID INC0460. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Server Down,Email,P1,Server Down reported by employee. Incident ID INC0461. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Account Locked,Account,P2,Account Locked reported by employee. Incident ID INC0462. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Firewall Block,Email,P1,Firewall Block reported by employee. Incident ID INC0463. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Firewall Block,Software,P2,Firewall Block reported by employee. Incident ID INC0464. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
WiFi Connectivity Issue,Server,P4,WiFi Connectivity Issue reported by employee. Incident ID INC0465. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Database Connection Error,Server,P4,Database Connection Error reported by employee. Incident ID INC0466. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
BitLocker Recovery,Security,P1,BitLocker Recovery reported by employee. Incident ID INC0467. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
BitLocker Recovery,Database,P1,BitLocker Recovery reported by employee. Incident ID INC0468. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Network Latency,Security,P4,Network Latency reported by employee. Incident ID INC0469. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Firewall Block,Software,P1,Firewall Block reported by employee. Incident ID INC0470. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Password Reset,Hardware,P2,Password Reset reported by employee. Incident ID INC0471. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Server Down,Security,P4,Server Down reported by employee. Incident ID INC0472. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Printer Offline,Hardware,P3,Printer Offline reported by employee. Incident ID INC0473. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Network Latency,Database,P3,Network Latency reported by employee. Incident ID INC0474. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
WiFi Connectivity Issue,Network,P1,WiFi Connectivity Issue reported by employee. Incident ID INC0475. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
Server Down,Software,P3,Server Down reported by employee. Incident ID INC0476. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
MFA Failure,Software,P1,MFA Failure reported by employee. Incident ID INC0477. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Password Reset,Email,P1,Password Reset reported by employee. Incident ID INC0478. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Disk Space Alert,Email,P3,Disk Space Alert reported by employee. Incident ID INC0479. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Email Delivery Failure,Database,P3,Email Delivery Failure reported by employee. Incident ID INC0480. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Account Locked,Security,P2,Account Locked reported by employee. Incident ID INC0481. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Software Installation Failed,Security,P1,Software Installation Failed reported by employee. Incident ID INC0482. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Account Locked,Software,P1,Account Locked reported by employee. Incident ID INC0483. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Network Latency,Security,P2,Network Latency reported by employee. Incident ID INC0484. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Database Connection Error,Server,P3,Database Connection Error reported by employee. Incident ID INC0485. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
Firewall Block,Email,P1,Firewall Block reported by employee. Incident ID INC0486. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Blue Screen Error,Email,P1,Blue Screen Error reported by employee. Incident ID INC0487. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for email, verified service restored and closed the ticket."
Database Connection Error,Software,P1,Database Connection Error reported by employee. Incident ID INC0488. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
BitLocker Recovery,Software,P3,BitLocker Recovery reported by employee. Incident ID INC0489. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
Printer Offline,Database,P3,Printer Offline reported by employee. Incident ID INC0490. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Blue Screen Error,Hardware,P4,Blue Screen Error reported by employee. Incident ID INC0491. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for hardware, verified service restored and closed the ticket."
Blue Screen Error,Server,P2,Blue Screen Error reported by employee. Incident ID INC0492. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for server, verified service restored and closed the ticket."
BitLocker Recovery,Account,P1,BitLocker Recovery reported by employee. Incident ID INC0493. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for account, verified service restored and closed the ticket."
Outlook Not Syncing,Software,P3,Outlook Not Syncing reported by employee. Incident ID INC0494. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for software, verified service restored and closed the ticket."
WiFi Connectivity Issue,Security,P2,WiFi Connectivity Issue reported by employee. Incident ID INC0495. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for security, verified service restored and closed the ticket."
Disk Space Alert,Database,P1,Disk Space Alert reported by employee. Incident ID INC0496. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for database, verified service restored and closed the ticket."
Laptop Slow Performance,Network,P2,Laptop Slow Performance reported by employee. Incident ID INC0497. Investigation required.,"Diagnosed the issue, applied standard troubleshooting for network, verified service restored and closed the ticket."
